long,lat
75.98743371600006,36.42118886300007
75.96862349500003,36.34181386400009
75.96883020000013,36.30197133400007
75.97658166500008,36.286985169000005
76.00169641100013,36.261457011000076
76.01192834500011,36.24812449100004
76.01440881400009,36.23039947500003
76.00159305800008,36.222131246000075
75.98340295400004,36.215413310000045
75.97007043500014,36.20233917200001
75.96914025900008,36.19169382800003
75.97740848800004,36.17376210500005
75.97658166500008,36.162755026000056
75.97151737500013,36.15500356100004
75.96417932100013,36.14983591800005
75.91456994700007,36.12389434800009
75.9014441330001,36.11361073799999
75.89431278500007,36.09738433900007
75.8999971930001,36.06348459900006
75.92232141100004,36.03165191700002
75.95301721200008,36.00726064100009
75.98433313000004,35.995633444000035
76.06143436700006,35.99160268200005
76.08995975700003,35.97811513300009
76.11466109200012,35.941786601000004
76.12375614400008,35.9034943650001
76.1277869060001,35.86210154200005
76.13812219200008,35.82665151000002
76.16602746600006,35.806239319000085
76.18979862500004,35.804999084000045
76.23713423600003,35.815489400999994
76.26038863200012,35.817814840000025
76.28054244000009,35.81424916700006
76.29656213400006,35.809494935000075
76.31196171000005,35.8096499630001
76.34885868300006,35.830992330000086
76.36642867100005,35.83088897700007
76.38410201000005,35.828201803000056
76.4031189370001,35.830992330000086
76.41035363800006,35.83683176699999
76.42244592300005,35.85429840100004
76.43205773900007,35.860499573000126
76.4429097900001,35.86329010100009
76.45396854700004,35.86478871700008
76.47649947100012,35.86525380500011
76.50016727800005,35.871506653000026
76.53716760300011,35.90251251300005
76.5554610590001,35.89786163400008
76.56527958200007,35.86546051100008
76.5511202400001,35.78401845300003
76.57075728400014,35.75125559500013
76.60424361200006,35.73570098900011
76.67669397000003,35.71379018200007
76.70904341700003,35.694049785000104
76.73291792900011,35.66660959900004
76.74542362500011,35.6550340780001
76.76340702300007,35.64707590700003
76.77735074100008,35.6461117140001
76.91316086450013,35.37827685550006
77.04897098800006,35.110441997000024
77.04242614700007,35.10701374400007
77.02313277200005,35.08633494100006
77.02706018000003,35.062098694
77.03522505700005,35.034503479000094
77.02861047400006,35.00339426700013
77.01310754400004,34.986392721000115
76.95295617700009,34.9465501910001
76.93383589700011,34.9288768520001
76.92112349500013,34.92071197500006
76.90593062300013,34.92314076800004
76.87957564300007,34.93709340400004
76.85260054600013,34.94334625300003
76.81704716000007,34.94076243100004
76.78201053900005,34.93089223300005
76.75761926300004,34.91513092000007
76.74955773900012,34.892083232000104
76.75327844200007,34.83833974300008
76.74387333200008,34.819271138000104
76.6526127520001,34.74697581000008
76.63959029100005,34.74113637400008
76.55318729700008,34.72584014900012
76.53582401500006,34.72620188500012
76.51990767400014,34.73111114500007
76.47649947100012,34.75777618400009
76.43815555800012,34.76289215100009
76.39991499800004,34.750748190000095
76.26204227700009,34.68465403200004
76.15496870900006,34.66165802100009
76.12179244000009,34.66088287400008
76.05833378100004,34.6834137980001
76.02340051300013,34.6771609500001
76.00748417200003,34.66512034100002
75.98671024600009,34.63602651000012
75.97337772700013,34.62233225600001
75.9662463790001,34.61907664000002
75.93927128100006,34.612048646000105
75.87395227000013,34.57137929300005
75.81617801900012,34.52166656500005
75.79581750500012,34.50792063500002
75.77711063700013,34.503812358000104
75.73483931500004,34.5086182670001
75.7136519770001,34.50851491300007
75.65556766800006,34.49696523100003
75.61164270100005,34.49836049400001
75.34809289600013,34.55721995100003
75.30695845600007,34.57401479100007
75.26747766100004,34.59830271400007
75.25135461500008,34.6130821740001
75.23688521300005,34.631892395000094
75.22454384500014,34.63862163200007
75.21290734900003,34.644966532000055
75.1763204350001,34.645379944000055
75.11100142400005,34.633649394000074
75.01777714000008,34.62972198500002
74.66493046100004,34.68832306000003
74.41212935400006,34.76449412100003
74.34887740000005,34.773434143000046
74.28583215300011,34.76888661700012
74.22175337700008,34.747750956000075
74.14682255100007,34.70186228500002
74.12088098100008,34.690855204000016
73.96223433500012,34.668169251000066
73.9485917560001,34.662743225000085
73.91934289500006,34.64253774100008
73.91748254400005,34.619283346000074
73.9254407140001,34.59339345400004
73.92595747900003,34.56497141500002
73.91097131300006,34.54497263600008
73.86311893800007,34.517067363000095
73.84699589000007,34.49432973300013
73.84699589000007,34.49417470300007
73.84554895000008,34.456476746000035
73.84038130700009,34.44441029900007
73.83159631300009,34.436400452000086
73.80679162600006,34.425160828000045
73.7962496340001,34.418546244000126
73.77981652900013,34.396066996000016
73.77485559100006,34.37095225000009
73.78271040900012,34.34681935700006
73.80420780500009,34.327492371000076
73.82911584500005,34.315348409000094
73.85330041500009,34.30741607700004
73.8790352790001,34.30428965300008
73.90745731600003,34.30679596000006
73.93773970500013,34.30421213800007
73.95437951700006,34.287184753000034
73.97670373600005,34.237549540000046
73.99055301900012,34.21850677500008
73.99830448400007,34.19680267400007
73.99541060400009,34.17644215900005
73.97670373600005,34.16155934700002
73.91686242700007,34.13525604200005
73.89329797400006,34.11474049900009
73.88440962700014,34.08419972800009
73.89371138500007,34.054304911000074
73.91624231000003,34.027949931000094
73.94580122900004,34.00978566500008
73.97670373600005,34.00459218300007
74.04501997900007,34.01942332000009
74.06527714000009,34.01833811500008
74.11840051300004,34.002525127000084
74.15426395700007,34.004101258000034
74.19209110500003,34.01185272200003
74.22836796100012,34.01288625100001
74.25968387800003,33.99438608900009
74.27229292800013,33.96213999500013
74.26247440600008,33.92994557800007
74.23953007000006,33.9010067760001
74.21255497200013,33.878424174000074
74.17751835100012,33.8575468960001
74.14227502400013,33.844240215000085
74.03458134000005,33.82860809300006
74.01132694600005,33.81046966600012
73.97670373600005,33.75892242500002
73.9707092700001,33.747062683000095
73.96616174300004,33.73453114800007
73.96306115700014,33.72156036400007
73.96078739500012,33.692285665
73.96306115700014,33.67675689700009
73.96833215400005,33.662080790000104
73.97670373600005,33.648386536000075
74.02424605300007,33.614254252000094
74.08811812300007,33.58528961300003
74.14155155500004,33.54937449100008
74.15777795400004,33.494235738
74.13628055800007,33.41801300000007
74.10548140500003,33.345200907000006
74.09597294100013,33.32848358200006
74.08512089100009,33.31432424000009
74.07199507700011,33.30228363100004
74.05535526500012,33.29202585900005
74.01783817600011,33.279494324000055
74.00171512900005,33.27016672800001
73.99179325300014,33.252570903000034
73.98848596200014,33.20862009700009
74.00233524600009,33.17769175200009
74.02941369700005,33.154153136999994
74.06579390500013,33.132604065000024
74.0984534100001,33.10482798300008
74.15385054600006,33.040180766000034
74.19085087100012,33.02209401500001
74.28397180200011,33.008813171
74.31125695800011,32.99429209500006
74.32200565600004,32.972045390000105
74.32448612500013,32.92140248600005
74.33668176300006,32.870139466000026
74.33378788300007,32.849262187000036
74.3229358320001,32.83052948000007
74.31698854100006,32.823067314000085
73.98300826000019,32.969073995000116
73.97701379400013,32.97586944600006
73.96006392400011,33.00051910400006
73.95944380700018,33.001811015000015
73.95623986800013,33.0061776740001
73.95107222500008,33.011448670000036
73.9430107020001,33.018192444000064
73.92606083200008,33.025969747000076
73.9073539630001,33.02994883200006
73.87376428200008,33.028734436000036
73.85950158700012,33.026977438000046
73.8494763590001,33.02454864500008
73.8476301340001,33.02371011100007
73.82973596200014,33.01558278400006
73.8291289710001,33.01538615300004
73.82239790900013,33.0132056680001
73.80586145000012,33.015143535000036
73.78601770000012,33.02465199800011
73.7732019450001,33.03064646400014
73.76348677600015,33.04565846800003
73.73196415200005,33.062660014000045
73.6727429610001,33.084906718000084
73.64049686700008,33.10330352800008
73.62251346900013,33.12449086500004
73.6453544520001,33.1430943810001
73.64442427600005,33.154385681000065
73.64979862500013,33.161852926000094
73.65455285700011,33.17304087300003
73.65486291500014,33.1846939090001
73.64928186100008,33.19484832800006
73.6408069260001,33.20104950000005
73.62075647000012,33.21200490300002
73.6176558840001,33.216888326000046
73.61600223800014,33.22358042400006
73.6153821210001,33.229574890000094
73.61465865100007,33.23244293200007
73.60949100800008,33.2325462850001
73.6014294840001,33.230970154000076
73.59994519300011,33.23035931100007
73.59471154800013,33.228205465000116
73.59442783800012,33.2282160510001
73.58778690600008,33.228463847000086
73.58375614400012,33.227637024000074
73.58117232300009,33.22916147900008
73.57994007000008,33.23842707600005
73.57982873600014,33.23926422100003
73.5830326740001,33.239109192000086
73.58831799500018,33.24074606400008
73.5899573160001,33.241253764000064
73.59688195800004,33.24425099700008
73.60029260300007,33.24670562800014
73.5991557210001,33.26642018700011
73.5949182540001,33.28572133400006
73.59347131400011,33.3042990120001
73.59760542800012,33.31502187100011
73.60029260300007,33.32181732200006
73.60318648300006,33.3330311080001
73.59843225100019,33.342875468000074
73.58685673000014,33.35556203200012
73.57641809100011,33.369540507000124
73.57383426900009,33.38739471500007
73.58282596900011,33.39987457300006
73.59440148900006,33.411734314000086
73.60422001200004,33.4415774540001
73.6127319250001,33.44651827700007
73.61321171100008,33.446796774000106
73.62058339900011,33.448246263000044
73.62241011600008,33.4486054490001
73.62757775900008,33.452067770000056
73.62819787600006,33.46170542400007
73.62592411300017,33.46966359500003
73.62261682100012,33.47715667800007
73.6149687090001,33.51012624100012
73.61465865100007,33.519660543000015
73.61817264800004,33.526171774000076
73.62447717300017,33.52821299300004
73.63098840300012,33.53118438700005
73.63501916500013,33.54079620400006
73.63284875500011,33.55684173600011
73.62520064300014,33.57547109000008
73.61465865100007,33.59311859200007
73.60380660000015,33.60593434700006
73.57641809100011,33.626372376000106
73.57311079900012,33.63365875300009
73.57838179500015,33.647559713000064
73.57641809100011,33.65401926700011
73.57745162000009,33.663243510000115
73.59564172400013,33.69538625100006
73.60029260300007,33.70858958000005
73.59936242700013,33.727477316000076
73.59574507700012,33.7456157430001
73.5885103760001,33.76233306900005
73.57641809100011,33.77713836700008
73.5672196860001,33.803441671000115
73.58251591000004,33.87674469000004
73.57982873600014,33.91046356200009
73.5186438400001,34.007770284000046
73.51857557900013,34.00831636500001
73.51855675900009,34.00846692700013
73.51843713400012,34.00942393000008
73.50851525900003,34.068386739000104
73.49081132100008,34.12820076000011
73.49042850800015,34.12949412100011
73.4897871930001,34.14005978000007
73.48939497900017,34.14652150500004
73.4895712890002,34.149641728000105
73.4913586830001,34.18127390600007
73.49042850800015,34.19835296700012
73.47413803000018,34.26900518000009
73.47409875500011,34.269175517000065
73.45952600100003,34.282404684000056
73.45549523900013,34.2921715290001
73.44722701000012,34.30596913700006
73.4071260990001,34.355035909000094
73.4002014570001,34.37552561500006
73.40383149500008,34.38092025500002
73.41508426900009,34.39764312800007
73.42025191300019,34.409632060000035
73.42537371000009,34.42832662300006
73.42592266900016,34.43033032300012
73.42686649600006,34.435728658000116
73.42676314300013,34.46601104800004
73.4274842260001,34.4700285080001
73.42774957300014,34.47053266700007
73.42903690600014,34.47293569000003
73.4353414310001,34.481798198000035
73.43658166500012,34.48464040100001
73.43751184100017,34.48771514900004
73.43782190000013,34.49112579400007
73.43606490100018,34.51732574500008
73.4366850180001,34.5221574910001
73.4381319580001,34.52595570900013
73.4431962490001,34.53344879200007
73.44495324700006,34.536859436000086
73.44557336400004,34.540373434000045
73.44567671700014,34.54915842700004
73.44619348200013,34.55380930600009
73.44712365700013,34.55804677400005
73.45012089000011,34.562594300000086
73.45446171100014,34.56636667900011
73.46356779100017,34.57033223000012
73.4640735270001,34.57055247000005
73.49414921100004,34.574944967000135
73.49753248400015,34.57498174100007
73.49890344300013,34.57499664300006
73.5038643800001,34.57458323200005
73.52474165900014,34.57117258700002
73.5269290380001,34.57111790200011
73.5288757730001,34.57106923400009
73.53306674800012,34.57153024200004
73.53404341600009,34.57163767500005
73.55282600300012,34.57949944200003
73.5657727460001,34.58491851800005
73.57455773900011,34.58719228100007
73.58323938000012,34.588380839000095
73.5912433490002,34.5883391520001
73.59316125500004,34.58832916300008
73.60039595600011,34.5872956340001
73.60534621700009,34.584923634000035
73.60652063100014,34.58302744400008
73.60783465000009,34.58089216400006
73.60789883100006,34.58074526200008
73.61011112500017,34.575616761000035
73.61383182800006,34.56920888300009
73.61600633600011,34.56676860200005
73.61843737800012,34.5640404320001
73.62328459900004,34.563989563000064
73.62344364400019,34.563989563000064
73.62493119500004,34.565384142000084
73.62923140500004,34.569415589000045
73.6389465740001,34.58548695900001
73.65951379400019,34.63364939400009
73.66034061700009,34.63897206700004
73.6597205000001,34.6439846800001
73.65786014800011,34.64946238200008
73.65124556500012,34.659022522000086
73.64917850800009,34.663053284000085
73.64793827300014,34.66780751600007
73.64897180200012,34.672458395000035
73.65083215300012,34.67669586200009
73.68080448400013,34.71529815700008
73.68555871600017,34.72325632800005
73.69424035700013,34.74459869400005
73.70126835100012,34.75565745100005
73.70870975800011,34.76330556300012
73.71883833800007,34.7713154100001
73.74023238100011,34.784751282000045
73.75041976500012,34.7898959110001
73.75056766800009,34.78997060200007
73.75842248600003,34.79250274700006
73.77723270700005,34.791624248000105
73.78374393700011,34.792451070000126
73.78911828600008,34.79410471600009
73.79655969300012,34.79751536100011
73.79744260600017,34.798052268000035
73.8156399020001,34.80911819100001
73.81950402800004,34.81048614500013
73.84110477700011,34.814103496000115
73.88384323600013,34.81070501600003
73.88399621600018,34.8106928510001
73.88743467300009,34.811934516000065
73.88957727100006,34.81270823200005
73.88987147400007,34.812898888000106
73.90807743300013,34.8246971640001
73.91101575500011,34.826091937000044
73.91624231000003,34.82857289700006
73.92378706900007,34.83353383400001
73.92526199200006,34.83489995100007
73.9287195770001,34.838102469000006
73.93001818300013,34.83930527500006
73.93009159400009,34.839373271000085
73.93722294100013,34.8493984990001
73.9424986680001,34.85378623100006
73.94742055800009,34.857879684000096
73.94766158100009,34.858080139000066
73.95437951700012,34.86267934200002
73.95461750600009,34.862756062000074
73.96223433400013,34.86521148700011
73.97815067600004,34.866555074000075
73.9838584920002,34.86771279200012
73.98910607900012,34.86877716100008
74.00050476100012,34.87243189500005
74.0121431880001,34.87616349900007
74.01236167100018,34.8763313230001
74.01570899100011,34.87897874900004
74.01783817600011,34.880662740000105
74.01795507200012,34.88079849100005
74.02247950800012,34.886052675000116
74.02424605300007,34.888104147000035
74.0299304610001,34.90505401600004
74.0341679280001,34.9145108040001
74.03430657700011,34.91466605200007
74.03665814200014,34.91729914200006
74.04150598200005,34.92272735600004
74.04173080700014,34.92286498300005
74.05256473800006,34.92949696900007
74.0542365170001,34.930842547000026
74.0568022060001,34.9329076130001
74.0614530840001,34.94169260700009
74.06403690600007,34.95016754200009
74.06300337700009,34.96546376600014
74.06445031800013,34.97430043600005
74.06693078600006,34.98179351800009
74.07561242700012,34.99109527600011
74.08532759600018,34.99962188700003
74.08551834900004,34.9997310040001
74.09192046700014,35.003393233000054
74.0975232340001,35.006598206000035
74.10031376200004,35.00964711500005
74.1004129870002,35.01005890000002
74.10134729000015,35.01393625900002
74.09772994000014,35.02142934200015
74.09266565000019,35.02670033800008
74.08811812400012,35.02964589500009
74.07602583800013,35.034296774000055
74.07492645700012,35.034949532000056
74.07271854700014,35.03626047800009
74.07078771500005,35.03803040800007
74.06961796100012,35.03910268200006
74.06907943600015,35.03992393300007
74.06755090300004,35.04225494400002
74.06620731600009,35.04551055900001
74.0660006110001,35.04969635000013
74.06755090300004,35.055380758000084
74.07654260300006,35.0720205690001
74.08109012900013,35.07827341700009
74.08117191900016,35.07834887100003
